#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

###########Landmarks###########

landmark_hoan_kiem_lake;§YHoàn Kiem Lake§!\nThis lake is said to be the home to the spirit of the lake, Kim Qui. Who revealed himself as a turtle to a warrior for his nation. It is said that the sword of Heaven's Will (Thuan Thien) was pulled from beneath the deep waters of the lake at the behest of the dragon king. To this day the small shrine on the island in the center of the lake is dedicated to this legendary encounter.;;;;;;;;;;;;;x

landmark_hcm_mausoleum;§YMausoleum of the Unifier§!\nThis worn temple enshrines the last great liberator of Pre-Event Vietnam, though their name has since been lost to the sands of time, Their deeds are talked in great lengths freeing the Nation one last time from foreign barbarians. A warrior's honor, the color guards of the Post-Event Emperors of Vietnam would train in the shadows of the temple, Hoping to gain the love of country this great leader had for Vietnam.;;;;;;;;;;;;;x

landmark_ha_long_bay;§YHa Long Bay§!\nThe stunning view of the bay at Ha Long is rumored be the home of Vietnam's Mythological Dragon Guardians whom according to legend was god's will to protect the Vietnamese People Meaning "Descending Dragon" it is said these Dragon Guardians arose from the undersea palace to meet in fury with invaders across Vietnamese History.;;;;;;;;;;;;;x

landmark_ngu_hanh_son;§YNgu Hanh Son§!\nThe §B"Five Element Mountains"§!, named after the five classic Chinese Elements, these mountains for generation has been the home to the marble quarries of the Vietnamese Empire. Its people, master stonecutters, erecting many small shrines along the peaks of these shining white pillars.;;;;;;;;;;;;;x

landmark_my_son_ruins;§YBhadreshvara§!\nThe Ancient Ruins of Bhadreshvara, is the ancestral heart of the Cham people of the Central Vietnamese Region. A beacon of their former glory, the central temple dedicated to long forgotten gods remain a place of pride for the Cham whom celebrate in its ruins so that they once more rise like a Phoenix.;;;;;;;;;;;;;x

landmark_forbidden_city_vn;§YKien Trung Palace§!\nThe Imperial Palace of Huê was said to be the seat of the last Great Vietnamese Kings before the 5th domination by Outsiders. While it has seen better days the forbidden city of Huê has remained a valued seat alongside Hà Nôi and Sài Gòn. With many visiting the tranquil gardens which lay before the palace square.;;;;;;;;;;;;;x

landmark_phu_cam_cathedral;§YPhu Cam Cathedral§!\nA Great center of Catholic Pilgrimage, housing the shrine to Our Lady of La Vang, a Marian Apparation said to inspire the devotion in the Vietnamese People to whom converted to Christianity before the event. The Patronage of Past Vietnamese Kings have greatly refurbished the old shrine that once enclosed the statue whom survived the event nearly unscathe, with many proclaiming it the divine will of god's devotion to Vietnam.;;;;;;;;;;;;;x

landmark_saigon_cathedral;§YThe Notre-Dame Cathedral§!\nThe Splendid Gothic Architecture of the Cathedral of Sài Gòn devoted to the Christian God. While its splendors has been overshadowed by the Phu Cam Cathedral in its North, it continues to hold a spiritual place within the believers of Christ and his lord in the Mekong Region.;;;;;;;;;;;;;x

landmark_tay_ninh_cathedral;§YHoly See of Cao Dai§!\nA Great center of Cao Dai Pilgrimage, the colorful cathedral of Tay Ninh, home to the Cao Dai Papacy. It is said that from Tay Ninh the first practioners of Cao Dai spread the message of their most merciful lord onto Vietnam. The Event being the catalyst to further their mission by painting grand depictions of the One God whose mercy knows no bounds upon the Ivory tower.;;;;;;;;;;;;;x

landmark_sam_mountain;§YThe Holy Mountain of Sam§!\nOn top the mountains of An Giang, rises the beautifully serene complex of Sam Mountain. A myraid of Pagodas gather around the clear lake said to be the refuge of a great Vietnamese King during one of its many ancients dominations from foriegn powers. His site of reprieve being home now to the giant smiling statue of Bo Dai, the Laughing Buddha of Good Fortune. Many devotees can be seen shuffling through the complex on a yearly basis.;;;;;;;;;;;;;x
